Beta,2.1533827903669653,,quarter,4,,kmax,50
,,,,,,density at max price,
K_h,P_h (quarters),dollars,,,,pmax,8
0,0,0,,,,factor,0.1
1,0.0070245289976431135,0,,,,,
2,0.03125,0,,,,,
3,0.07482417007099725,0,,,,,
4,0.1390217764532908,0,,,,factor to be determined via simulation to ensure P(x) of breakdown,
5,0.22478492792457963,0,,,,P(X) is a policy variable,
6,0.3328700494372223,0,,,,e.g. 99.5 % chance of breakdown,
7,0.46391325900429425,0,,,,,
8,0.6184657385033205,0.25,,,,breakdown = 8 km/h drop in speed from speed limit,
9,0.7970152061002234,0.25,,,,,
10,1,0.25,,,,,
11,1.2278188480118006,0.25,,,,,
12,1.4808379392274362,0.25,,,,,
13,1.7593962174262767,0.5,,,,,
14,2.0638094523844033,0.5,,,,,
15,2.3943734422719123,0.5,,,,,
16,2.7513665805512977,0.75,,,,,
17,3.1350519468628333,0.75,,,,,
18,3.545679033994841,1,,,,,
19,3.983485191667062,1,,,,,
20,4.448696846505306,1,,,,,
21,4.9415305426989535,1.25,,,,,
22,5.462193837229876,1.25,,,,,
23,6.0108860758653435,1.5,,,,,
24,6.587799070426512,1.75,,,,,
25,7.19311769358655,1.75,,,,,
26,7.827020404217642,2,,,,,
27,8.489679713817575,2,,,,,
28,9.181262602610339,2.25,,,,,
29,9.901930892392803,2.5,,,,,
30,10.651841581991114,2.75,,,,,
31,11.43114715022274,2.75,,,,,
32,12.239995830478643,3,,,,,
33,13.078531860404517,3.25,,,,,
34,13.94689570963901,3.5,,,,,
35,14.845224288137418,3.75,,,,,
36,15.773651137252822,4,,,,,
37,16.732306605449025,4.25,,,,,
38,17.72131801026985,4.5,,,,,
39,18.740809787979096,4.75,,,,,
40,19.790903632106257,5,,,,,
41,20.871718621981714,5.25,,,,,
42,21.98337134221449,5.5,,,,,
43,23.125975993954608,5.75,,,,,
44,24.29964449868527,6,,,,,
45,25.50448659520715,6.5,,,,,
46,26.74060993040481,6.75,,,,,
47,28.008120144321843,7,,,,,
48,29.307120950017026,7.25,,,,,
49,30.637714208624516,7.75,,,,,
50,32,8,,,,,
51,33.39407668929573,8.25,,,,,
52,34.82004098977571,8.75,,,,,
53,36.277988022152485,9,,,,,
54,37.76801137070033,9.5,,,,,
55,39.29020313637761,9.75,,,,,
56,40.84465398716973,10.25,,,,,
57,42.431453205845045,10.5,,,,,
